champion,voice_line,is_spoken,,,
Lux,Get drenched.,TRUE,,,
Lux,Geyser!,TRUE,,,
Lux,GG!,TRUE,,,
Lux,Give me your warmth.,TRUE,,,
Lux,Give spark to our imagination.,TRUE,,,
Lux,Going dark for a bit.,TRUE,,,
Lux,Gold becomes goods. Basic economic alchemy!,TRUE,,,
Lux,Gold is one element everyone respects.,TRUE,,,
Lux,Gonna bolt for the Nexus.,TRUE,,,
Lux,Good place to plant a ward.,TRUE,,,
Lux,Good thing the ground's not frozen… yet.,TRUE,,,
Lux,Gotcha!,TRUE,,,
Lux,Gotta fly!,TRUE,,,
Lux,Gotta jet!,TRUE,,,
Lux,Gravity well!,TRUE,,,
Lux,Guess I'm the lifeguard.,TRUE,,,
Lux,Gust!,TRUE,,,
Lux,Hah. Your very molecules will be crushed into a singularity.,TRUE,,,
Lux,"Hallowed is my vessel, filled with hope, sintered by star fire.",TRUE,,,
Lux,Have no fear.,TRUE,,,
Lux,Hear my thunder!,TRUE,,,
Lux,Heavens align!,TRUE,,,
Lux,Held in orbit!,TRUE,,,
Lux,"Hello, person-who-irrationally-wants-to-kill-me! It's so good to meet you!",TRUE,,,
Lux,Here comes the heat!,TRUE,,,
Lux,"Hey, sleepyhead, you coming to the fight or what?",TRUE,,,
Lux,"Hey, who are you calling a lady?",TRUE,,,
Lux,Hidden by shadows!,TRUE,,,
Lux,Hiding in shadow will do them no good.,TRUE,,,
Lux,Hold your breath.,TRUE,,,
Lux,"Hollowed is my vessel, emptied of weakness and uncertainty.",TRUE,,,
Lux,Home is where the spark is.,TRUE,,,
Lux,"Hope banishes fear, as sure as the sun does darkness.",TRUE,,,
Lux,Hope you like rainbows!,TRUE,,,
Lux,Hot stuff coming through!,TRUE,,,
Lux,Hotter than a forge.,TRUE,,,
Lux,How about that?,TRUE,,,
Lux,How can I help?,TRUE,,,
Lux,How much for ten of these?,TRUE,,,
Lux,How much more dark could it be? None. None more dark.,TRUE,,,
Lux,How sublime.,TRUE,,,
Lux,How was I to know flammable and inflammable meant the same thing?!,TRUE,,,
Lux,How well can you swim?,TRUE,,,
Lux,I always travel light.,TRUE,,,
Lux,I am a reflection in the dark.,TRUE,,,
Lux,I am the conflagration!,TRUE,,,
Lux,I am the eye of the storm.,TRUE,,,
Lux,I bear the earth's secrets.,TRUE,,,
Lux,"I believe in you, not just Demacia.",TRUE,,,
Lux,I can feel the power erupting!,TRUE,,,
Lux,I can see why that might be disheartening.,TRUE,,,
Lux,"I cannot deny the darkness in my heart, but I will not let it control me.",TRUE,,,
Lux,I can't be contained.,TRUE,,,
Lux,I can't wait to get started.,TRUE,,,
Lux,"I could not stop your genesis Malphite, but I will return you to rubble and dust.",TRUE,,,
Lux,"I didn't choose this form, this form chose me.",TRUE,,,
Lux,"I don't get runes. I mean, are spells really that hard to remember?",TRUE,,,
Lux,I don't have dark secrets - I have bright ones.,TRUE,,,
Lux,I don't see their breath anymore.,TRUE,,,
Lux,I feel a chill coming on.,TRUE,,,
Lux,I feel my power blooming.,TRUE,,,
Lux,"I gave you form, Malphite, to obliterate all in our path. Obey or perish.",TRUE,,,
Lux,I guess that doused your flame.,TRUE,,,
Lux,"I had always feared the whispers of darkness, but now I can hear it clearly… and it heralds my name.",TRUE,,,
Lux,I have a delightful feeling about this!,TRUE,,,
Lux,I have considered every eventuality.,TRUE,,,
Lux,I have gone numb.,TRUE,,,
Lux,"I have to focus, but I can't stop smiling!",TRUE,,,
Lux,I have transcended the earthly plane.,TRUE,,,
Lux,I hope they wanted to be cremated.,TRUE,,,
Lux,"I know what you did, or will do.",TRUE,,,
Lux,I love this story!,TRUE,,,
Lux,I love what I've grown into.,TRUE,,,
Lux,I move in mysterious ways.,TRUE,,,
Lux,I must weather the storm.,TRUE,,,
Lux,I never did understand mortal humor.,TRUE,,,
Lux,I reject the inevitability of entropy.,TRUE,,,
Lux,I see I have left you breathless.,TRUE,,,
Lux,I should probably keep an eye on these shrubs.,TRUE,,,
Lux,I suppose we all know your boiling point now.,TRUE,,,
Lux,I temper my flames with purpose.,TRUE,,,
Lux,I think you will find this is the most refreshing way to die.,TRUE,,,
Lux,I thought your melting point was higher. Honest.,TRUE,,,
Lux,I wander where I will.,TRUE,,,
Lux,I want to see everything.,TRUE,,,
Lux,I wield what forges mountains.,TRUE,,,
Lux,I will be a luminous force in the world.,TRUE,,,
Lux,I will rain ashes over my foes.,TRUE,,,
Lux,I won't lose.,TRUE,,,
Lux,Ice is the promise of water made whole.,TRUE,,,
Lux,Ice pierces even the most temperamental of hearts.,TRUE,,,
Lux,Ice queen is not an insult.,TRUE,,,
Lux,Ice storm!,TRUE,,,
Lux,Ice!,TRUE,,,
Lux,"If I seem standoffish, it's because I've been burned before.",TRUE,,,
Lux,"If you can smile, you can be the light.",TRUE,,,
Lux,"If you can't breathe, you can't fight.",TRUE,,,
Lux,"If you can't stand the heat, stay out of the flame.",TRUE,,,
Lux,"If you hate magic, you're already blind.",TRUE,,,
Lux,If you insist.,TRUE,,,
Lux,Igloo'd!,TRUE,,,
Lux,I'll drag you kicking and screaming into the light.,TRUE,,,
Lux,I'll lead the way to victory.,TRUE,,,
Lux,I'll protect you!,TRUE,,,
Lux,I'll soar!,TRUE,,,
Lux,I'll take your breath away!,TRUE,,,
Lux,I'll torch my enemies.,TRUE,,,
Lux,Illuminate the enemy!,TRUE,,,
Lux,"I'm a Crownguard but you wear the crown. You're a Lightshield but I wield the light. But eh-uh-I mean, metaphorically, your highness.",TRUE,,,
Lux,I'm always watching.,TRUE,,,
Lux,I'm beginning to like the darkness.,TRUE,,,
Lux,I'm here to lift your spirits.,TRUE,,,
Lux,I'm just beginning to plumb the depths of this power.,TRUE,,,
Lux,I'm just getting warmed up!,TRUE,,,
Lux,I'm no fairy godmother.,TRUE,,,
Lux,I'm not all flash.,TRUE,,,
Lux,I'm sure your wife forgives you for getting her soul taken by a remorseless creature of darkness!,TRUE,,,
Lux,I'm telling Garen!,TRUE,,,
Lux,I'm the new hotness!,TRUE,,,
Lux,I'm truly sorry it's come to this.,TRUE,,,
Lux,Implode!,TRUE,,,
Lux,In darkness one's true nature stands revealed.,TRUE,,,
Lux,In Queen Ashe's name.,TRUE,,,
Lux,"In the darkness, away from the false glamour of light, the truth stands unmasked and free.",TRUE,,,
Lux,Incandesce!,TRUE,,,
Lux,Incinerate!,TRUE,,,
Lux,Inclement weather shows us who our true friends are.,TRUE,,,
Lux,"Inevitable, really.",TRUE,,,
Lux,Inferno!,TRUE,,,
Lux,"Inhale – magic, exhale – purpose.",TRUE,,,
Lux,Into battle with hearts aglow!,TRUE,,,
Lux,Into the abyss.,TRUE,,,
Lux,"Is it hot in here, or is it just me?",TRUE,,,
Lux,Is this real life?,TRUE,,,
Lux,It will all be over soon.,TRUE,,,
Lux,It's important to stay grounded.,TRUE,,,
Lux,It's never wise to fight the current.,TRUE,,,
Lux,It's the smell that gets me. Every time.,TRUE,,,
Lux,I've absolute zero interest in sticking around.,TRUE,,,
Lux,I've been hiding my darkness long enough.,TRUE,,,
Lux,I've been hiding my light long enough.,TRUE,,,
Lux,I've got a sinking feeling.,TRUE,,,
Lux,I've never noticed how magical every breath is.,TRUE,,,
Lux,I've obliterated galaxies with a thought. You… who are you again?,TRUE,,,
Lux,Just doing my part!,TRUE,,,
Lux,Just like going to sleep.,TRUE,,,
Lux,Just sink this in the molten stone… there.,TRUE,,,
Lux,"Just this once, I'll go with the flow.",TRUE,,,
Lux,Just try to put me out!,TRUE,,,
Lux,Ka-bloom!,TRUE,,,
Lux,Kat and Garen sitting in a tree~ And you better just be holding hands or I'm telling!,TRUE,,,
Lux,Keep believing.,TRUE,,,
Lux,Kindle!,TRUE,,,
Lux,Knowledge illuminates the true path.,TRUE,,,
Lux,Lava erupts!,TRUE,,,
Lux,Lava fountain!,TRUE,,,
Lux,Learn to bend and not break.,TRUE,,,
Lux,Let the wave break over you.,TRUE,,,
Lux,Let the wind carry me.,TRUE,,,
Lux,Let your wishes guide you.,TRUE,,,
Lux,Let's deny them the element of surprise!,TRUE,,,
Lux,Let's find where flowers bloom.,TRUE,,,
Lux,Let's get back out there.,TRUE,,,
Lux,Let's get the hail out of here.,TRUE,,,
Lux,Let's have a brilliant battle!,TRUE,,,
Lux,Let's light it up!,TRUE,,,
Lux,Let's see what we've been missing!,TRUE,,,
Lux,Life breezes by in an instant.,TRUE,,,
Lux,Life finds a way.,TRUE,,,
Lux,"Life flourishes all around, and you insist on dying.",TRUE,,,
Lux,Life is but a dream.,TRUE,,,
Lux,Life is pure magic.,TRUE,,,
Lux,Light is but one of many paths.,TRUE,,,
Lux,Light is but one of my weapons.,TRUE,,,
Lux,Light strikes everywhere at once.,TRUE,,,
Lux,Light them up!,TRUE,,,
Lux,Light trap!,TRUE,,,
Lux,"Light, give me respite. Stars, give me strength.",TRUE,,,
Lux,Lighting the way.,TRUE,,,
Lux,Lightning bolt!,TRUE,,,
Lux,Lightning strikes!,TRUE,,,
Lux,Light's absence will be my weapon.,TRUE,,,
Lux,Lights out!,TRUE,,,
Lux,Lights… out… ,TRUE,,,
Lux,Like a phoenix from the ashes.,TRUE,,,
Lux,Like chaff before the wind.,TRUE,,,
Lux,Like dust before the wind.,TRUE,,,
Lux,Listen to the hum of the land.,TRUE,,,
Lux,Living life to the fullest.,TRUE,,,
Lux,Look to the skies.,TRUE,,,
Lux,Look what you made me do.,TRUE,,,
Lux,Looks like your resistance has evaporated.,TRUE,,,
Lux,Losing is just an opportunity to shine even brighter.,TRUE,,,
Lux,Magic is a reflection of the heart.,TRUE,,,
Lux,"Magma is the earth's blood, I don't spill it lightly.",TRUE,,,
Lux,Magma transforms dull stone into sleek obsidian.,TRUE,,,
Lux,Magma!,TRUE,,,
Lux,May your remnants serve a greater purpose.,TRUE,,,
Lux,Melt into the shadows.,TRUE,,,
Lux,Melt!,TRUE,,,
Lux,"Metal armor, weapons, skin. What did you expect?",TRUE,,,
Lux,Miracles surround us.,TRUE,,,
Lux,Mistakes only prove you're trying.,TRUE,,,
Lux,Molten rock!,TRUE,,,
Lux,Mordekaiser… have you forgotten all you created as one of the celestial court?,TRUE,,,
Lux,"Mortals invent constellations, yet they refuse to acknowledge the darkness inbetween.",TRUE,,,
Lux,"Move swiftly, like the river.",TRUE,,,
Lux,My arc's complete.,TRUE,,,
Lux,My bark is worse than my bite.,TRUE,,,
Lux,"My butterfly spies are too busy, this works just as well.",TRUE,,,
Lux,My emotions sometimes get the better of me.,TRUE,,,
Lux,My fury will not be contained.,TRUE,,,
Lux,"My heart remains true, Queen Ashe. Loyal and shining for you.",TRUE,,,
Lux,My whim is whimsy.,TRUE,,,
Lux,Mystic spiral!,TRUE,,,
Lux,Mystic!,TRUE,,,
Lux,Natural selection at work.,TRUE,,,
Lux,Nature abhors a vacuum.,TRUE,,,
Lux,"Nature advances, so must I.",TRUE,,,
Lux,Nature is uncompromising.,TRUE,,,
Lux,Nature!,TRUE,,,
Lux,Never deny who you are.,TRUE,,,
Lux,Never give up.,TRUE,,,
Lux,Never underestimate the power of nature.,TRUE,,,
Lux,"No gust, no glory.",TRUE,,,
Lux,No more holding back!,TRUE,,,
Lux,No one can hear you scream.,TRUE,,,
Lux,No one threatens me!,TRUE,,,
Lux,No shelter from the cold.,TRUE,,,
Lux,None can fall my resolve.,TRUE,,,
Lux,None can withstand molten stone.,TRUE,,,
Lux,"None may destroy oblivion, only resist its endless call.",TRUE,,,
Lux,Not a cloud in the sky.,TRUE,,,
Lux,Nothing can stop me.,TRUE,,,
Lux,Nothing can touch me.,TRUE,,,
Lux,Nothing left to bury.,TRUE,,,
Lux,Nothing personal.,TRUE,,,
Lux,Nothing will keep the cold out.,TRUE,,,
Lux,Nothingness still gnaws at the corners of my dreams.,TRUE,,,
Lux,Nova blast!,TRUE,,,
Lux,Numinous!,TRUE,,,
Lux,Nurture that which nurtures us.,TRUE,,,
Lux,Oblivion!,TRUE,,,
Lux,"Oh, it's on. On fire!",TRUE,,,
Lux,One can not destroy destruction given form.,TRUE,,,
Lux,Oneiromancy is underrated.,TRUE,,,
Lux,Only hollows in a rock remain.,TRUE,,,
Lux,Only the strong can master the storm.,TRUE,,,
Lux,Only you can prevent forest fires.,TRUE,,,
Lux,"Ooh, I've never been here before.",TRUE,,,
Lux,Optimism and rainbows? Get that out of here!,TRUE,,,
Lux,Others of the court have fallen to the Dark Star's corruption. I remain steadfast in my duty.,TRUE,,,
Lux,Our enemies could be anywhere.,TRUE,,,
Lux,Our fates are entangled!,TRUE,,,
Lux,Out of my way!,TRUE,,,
Lux,Pass the torch!,TRUE,,,
Lux,Passion is a liability.,TRUE,,,
Lux,Patience is not one of my virtues.,TRUE,,,
Lux,"Peel away the pretense of reality, and within the inky void, you will find… me.",TRUE,,,
Lux,Petty worries from an inconsequential being.,TRUE,,,
Lux,"Play with fire, get burned.",TRUE,,,
Lux,Power beyond your comprehension.,TRUE,,,
Lux,Power seethes just beneath the surface!,TRUE,,,
Lux,Primordial detonation!,TRUE,,,
Lux,Prismatic fire!,TRUE,,,
Lux,Prison of light!,TRUE,,,
Lux,Pruning the bad branches.,TRUE,,,
Lux,Pushing my limits.,TRUE,,,
Lux,Quake before the deluge.,TRUE,,,
Lux,Queen Ashe… I've failed you…,TRUE,,,
Lux,"Quiet the noise of creation, unweave the fabric of being.",TRUE,,,
Lux,Rage against the dying of the light.,TRUE,,,
Lux,Ready to get burned?,TRUE,,,
Lux,Reap the whirlwind!,TRUE,,,
Lux,Recoalesced!,TRUE,,,
Lux,Reduced to ash.,TRUE,,,
Lux,Reduced to nothing.,TRUE,,,
Lux,Refract!,TRUE,,,
Lux,Refreshing!,TRUE,,,
Lux,Relinquish your spark!,TRUE,,,
Lux,"Respect nature, and prosper.",TRUE,,,
Lux,Returned to stardust.,TRUE,,,
Lux,Revelation in destruction.,TRUE,,,
Lux,Rhyme and reason.,TRUE,,,
Lux,Ride the lightning.,TRUE,,,
Lux,Riptide!,TRUE,,,
Lux,Rolling like thunder.,TRUE,,,
Lux,Root them out.,TRUE,,,
Lux,Safe!,TRUE,,,
Lux,Sailor take warning!,TRUE,,,
Lux,Say goodnight!,TRUE,,,
Lux,Scorch the earth.,TRUE,,,
Lux,Scorch!,TRUE,,,
Lux,Scoured by the stars.,TRUE,,,
Lux,Scurry back to the shadows.,TRUE,,,
Lux,Sear!,TRUE,,,
Lux,Seek shelter.,TRUE,,,
Lux,Shade conceals our flaws.,TRUE,,,
Lux,Shadows are my friends now.,TRUE,,,
Lux,Shhh… go back to sleep.,TRUE,,,
Lux,Shielded by light!,TRUE,,,
Lux,Shielded from their watchful eyes.,TRUE,,,
Lux,Shimmer and fade!,TRUE,,,
Lux,Shine bright!,TRUE,,,
Lux,Shine no more!,TRUE,,,
Lux,Shine on!,TRUE,,,
Lux,Shine with me.,TRUE,,,
Lux,Shine!,TRUE,,,
Lux,Shiver!,TRUE,,,
Lux,Shocking.,TRUE,,,
Lux,Shoot! I knew I forgot something.,TRUE,,,
Lux,Sibling rivalry… this will be fun!,TRUE,,,
Lux,"Silence and expanse, populated by the whims of gods.",TRUE,,,
Lux,"Sleeping is waking, and waking sleep!",TRUE,,,
Lux,Slip-sliding away.,TRUE,,,
Lux,Small-minded mortals cannot comprehend our cosmic designs.,TRUE,,,
Lux,Smells like barbecue.,TRUE,,,
Lux,Smoulder!,TRUE,,,
Lux,Snow is stillness.,TRUE,,,
Lux,Snuffed out!,TRUE,,,
Lux,So beautiful they forget to run.,TRUE,,,
Lux,So easily washed away.,TRUE,,,
Lux,So I have a temper. Big deal.,TRUE,,,
Lux,"So many secrets, all the time in the world!",TRUE,,,
Lux,Some dreams must die.,TRUE,,,
Lux,Sona! I'm your biggest fan! I even know what an Etwahl is!,TRUE,,,
Lux,"Sorry, but you got me steamed.",TRUE,,,
Lux,Soundless space envelops you.,TRUE,,,
Lux,Space shimmers in its infinity.,TRUE,,,
Lux,"Spark, reignited.",TRUE,,,
Lux,Spring incarnate!,TRUE,,,
Lux,Stand stalwart by creation.,TRUE,,,
Lux,"Star light, star bright— …reject the bleak nihilism and consumption of the Dark Star tonight.",TRUE,,,
Lux,Starlight's embrace!,TRUE,,,
Lux,"Starting a fire is simple. Extinguishing one, not so much.",TRUE,,,
Lux,Stay positive.,TRUE,,,
Lux,Stay there!,TRUE,,,
Lux,"Still mired in the hypocrisy of the court, celestial?",TRUE,,,
Lux,Still waters run deep.,TRUE,,,
Lux,Stormcell!,TRUE,,,
Lux,"Strange alchemy fuels my— WHOOPS DAMMIT! …Alright, everything still where it's supposed to be? Great.",TRUE,,,
Lux,Strike!,TRUE,,,
Lux,Such beautiful complexity in the light.,TRUE,,,
Lux,Suffer in the silent void.,TRUE,,,
Lux,Surge forward.,TRUE,,,
Lux,Surrender to the darkness!,TRUE,,,
Lux,Survival of the fittest.,TRUE,,,
Lux,Take courage in the light!,TRUE,,,
Lux,Take flight!,TRUE,,,
Lux,"Taliyah, don't be afraid.",TRUE,,,
Lux,Tear them out by the roots.,TRUE,,,
Lux,"Thanks, I was feeling parched.",TRUE,,,
Lux,That could have gone better.,TRUE,,,
Lux,That wasn't very bright.,TRUE,,,
Lux,The absence of light.,TRUE,,,
Lux,The black rainbow devours the spectrum.,TRUE,,,
Lux,The brightest light starts as just a spark.,TRUE,,,
Lux,The butterfly effect!,TRUE,,,
Lux,The buzzing boast of an insect before a dark queen.,TRUE,,,
Lux,The calm before.,TRUE,,,
Lux,"The celestial court- mewling deities swaddled in the tattered fabric of space-time, cowering from annihilation's embrace.",TRUE,,,
Lux,The circle of life.,TRUE,,,
Lux,The cold bites.,TRUE,,,
Lux,The cold suits me.,TRUE,,,
Lux,"The cosmic court left you for dead, Mordekaiser. Return, and remind them why they fear.",TRUE,,,
Lux,The cosmic court shines brighter.,TRUE,,,
Lux,The cosmos spin with delicate complexities.,TRUE,,,
Lux,The court creates. The dark consumes.,TRUE,,,
Lux,The court still stands. That is all that matters.,TRUE,,,
Lux,The court will not yield before the encroaching Dark Star.,TRUE,,,
Lux,The current guides me.,TRUE,,,
Lux,The dark devours all.,TRUE,,,
Lux,The Dark Star beckons.,TRUE,,,
Lux,The Dark Star grows. Its strength is mine.,TRUE,,,
Lux,"The Dark Star tumbles through space and time unbound, all consuming. I… will reign as its master.",TRUE,,,
Lux,The dark whispers… overwhelm…,TRUE,,,
Lux,The darkness will bend to my will.,TRUE,,,
Lux,The dead of winter.,TRUE,,,
Lux,The deepest wells hold the sweetest waters.,TRUE,,,
Lux,The dream realm is a real place.,TRUE,,,
Lux,The elements are against you.,TRUE,,,
Lux,The elements are all at my disposal.,TRUE,,,
Lux,The flame rises.,TRUE,,,
Lux,The flames consume all!,TRUE,,,
Lux,The gods fear Thresh and kneel to Ashe. They will soon bow to me as the true queen.,TRUE,,,
Lux,The ground will boil and shake.,TRUE,,,
Lux,The horror! The horror!,TRUE,,,
Lux,The land reclaims what is built upon it.,TRUE,,,
Lux,The land will turn to flame.,TRUE,,,
Lux,The light banishes the darkness.,TRUE,,,
Lux,The light of Demacia!,TRUE,,,
Lux,The light will betray them.,TRUE,,,
Lux,The light will find you.,TRUE,,,
Lux,The light will guide you - even now.,TRUE,,,
Lux,The night is where I shine.,TRUE,,,
Lux,"The object is to bend, not break.",TRUE,,,
Lux,The one element I was lacking!,TRUE,,,
Lux,"The path is lit, I must choose my destiny.",TRUE,,,
Lux,The path of least resistance.,TRUE,,,
Lux,The river charts it's own course.,TRUE,,,
Lux,The same thing that happens to everything else.,TRUE,,,
Lux,The seeds of conflict bear bitter fruit.,TRUE,,,
Lux,The seeds of potential have blossomed!,TRUE,,,
Lux,The self-righteous fools of the Celestial Court remain blinded by their own light. Here in the darkness… I can finally see.,TRUE,,,
Lux,The shard of darkness in my heart remains… but I will not let it consume me.,TRUE,,,
Lux,The stars conspire against you.,TRUE,,,
Lux,The storm draws near.,TRUE,,,
Lux,The storm's been unleashed.,TRUE,,,
Lux,The strongest light is the one within.,TRUE,,,
Lux,"The sublime beauty of creation, the awe-inspiring light of new stars… this is why I must prevail.",TRUE,,,
Lux,The sun is shining - we should too.,TRUE,,,
Lux,The superior tactic is to never give up.,TRUE,,,
Lux,The thing about fire is you can't control it. I can.,TRUE,,,
Lux,The thing about light is… it never really dies.,TRUE,,,
Lux,"The thing about lightning is, it forks.",TRUE,,,
Lux,The tide turns.,TRUE,,,
Lux,The time of creation has waned. Through destruction I will truly shake the universe.,TRUE,,,
Lux,The universe— …doesn't have room for your negativity.,TRUE,,,
Lux,The universe could use some more darkness.,TRUE,,,
Lux,The universe has suffered enough darkness.,TRUE,,,
Lux,The vastness of space leaves much room for reflection.,TRUE,,,
Lux,The vastness of space leaves much room for… reflection.,TRUE,,,
Lux,The way forward is clear.,TRUE,,,
Lux,The whispers never go away.,TRUE,,,
Lux,The wind is at my back.,TRUE,,,
Lux,The wind sweeps through everything.,TRUE,,,
Lux,The winds of change are upon me!,TRUE,,,
Lux,The works of man cannot stand against the elements.,TRUE,,,
Lux,The world delights if you let it.,TRUE,,,
Lux,The world has seen enough darkness.,TRUE,,,
Lux,There are weeds in the garden.,TRUE,,,
Lux,There cannot be light without dark.,TRUE,,,
Lux,There is a storm brewing.,TRUE,,,
Lux,There is always light in the darkness.,TRUE,,,
Lux,There is no calm in the eye of my storm.,TRUE,,,
Lux,There is no room for warmth in my soul.,TRUE,,,
Lux,There is no running from a flood.,TRUE,,,
Lux,There is only the nothing. I… am the nothing.,TRUE,,,
Lux,"There's fire in my veins, but my heart is hard as stone.",TRUE,,,
Lux,There's no shame in retreating.,TRUE,,,
Lux,There's no turning the tide… unless you're me,TRUE,,,
Lux,There's still so much I don't know.,TRUE,,,
Lux,These wings aren't just for show,TRUE,,,
Lux,They should have erred on the side of caution.,TRUE,,,
Lux,Think before you speak!,TRUE,,,
Lux,This brings me no joy.,TRUE,,,
Lux,This grows out of control.,TRUE,,,
Lux,This is a dream come true!,TRUE,,,
Lux,This is my choice.,TRUE,,,
Lux,This is where rashness gets you.,TRUE,,,
Lux,This place isn't gonna burn itself down.,TRUE,,,
Lux,This storm has been building within me.,TRUE,,,
Lux,This sucks!,TRUE,,,
Lux,This sucks.,TRUE,,,
Lux,This wand's on a hair-trigger!,TRUE,,,
Lux,This whole place is a funeral pyre.,TRUE,,,
Lux,This will be a breeze.,TRUE,,,
Lux,"Thoughts are like water, shallow or deep",TRUE,,,
Lux,Thresh. You are nothing more than a slave to the Dark Star.,TRUE,,,
Lux,Throw caution to the wind.,TRUE,,,
Lux,Thunderstruck!,TRUE,,,
Lux,Time to go back to my roots.,TRUE,,,
Lux,Time to go green!,TRUE,,,
Lux,Time to go with the flow.,TRUE,,,
Lux,Time to tread the dark passage.,TRUE,,,
Lux,To be fluid is to adapt.,TRUE,,,
Lux,To be frozen is to be unyielding.,TRUE,,,
Lux,"To earn the rainbow, one must first weather the squall.",TRUE,,,
Lux,To everything there is a season.,TRUE,,,
Lux,To the lava tube!,TRUE,,,
Lux,Together! For Demacia!,TRUE,,,
Lux,"Tomorrow is a twinkle, but today is a shining promise.",TRUE,,,
Lux,Too hot to handle?,TRUE,,,
Lux,Turn to cinders!,TRUE,,,
Lux,Ugh! If no one else will.,TRUE,,,
Lux,"Ugh, if I must.",TRUE,,,
Lux,Ugh…,TRUE,,,
Lux,Unbound from the shackles of starlight.,TRUE,,,
Lux,Unmake reality.,TRUE,,,
Lux,Upset nature at your peril.,TRUE,,,
Lux,Use of surveillance is elementary warfare!,TRUE,,,
Lux,Vex!,TRUE,,,
Lux,Violence begets violence.,TRUE,,,
Lux,Vision helps me better protect those in need.,TRUE,,,
Lux,Wake up!,TRUE,,,
Lux,Wand's away.,TRUE,,,
Lux,Wanna see a perfect storm?,TRUE,,,
Lux,Wash it all away.,TRUE,,,
Lux,"Watch out, I'm powered by fairy dust!",TRUE,,,
Lux,Watch the skies.,TRUE,,,
Lux,Watch your tone!,TRUE,,,
Lux,Water carves away mountains.,TRUE,,,
Lux,Water gives life… and takes it away.,TRUE,,,
Lux,Water seeks its own level.,TRUE,,,
Lux,Water water everywhere,TRUE,,,
Lux,Water!,TRUE,,,
Lux,Waterspout!,TRUE,,,
Lux,We all shine on - like a diamond.,TRUE,,,
Lux,We are all roots of a single tree.,TRUE,,,
Lux,"We began in the dark, we end in the dark.",TRUE,,,
Lux,"We brought light to the universe, we will not let the Dark Star unmake it all.",TRUE,,,
Lux,We can do this!,TRUE,,,
Lux,"We cannot heal the wounds of this land, so we must cauterize them.",TRUE,,,
Lux,We freeze those moments we cherish the most.,TRUE,,,
Lux,"We often become what we fear, so fear nothing.",TRUE,,,
Lux,"We should try being friends first, no?",TRUE,,,
Lux,We'd best get on with it.,TRUE,,,
Lux,Welcome to natural selection.,TRUE,,,
Lux,"Well, a double rainbow is a phenomenon of optics that displays a spectrum of light due to the sun shining on droplets of moisture in the atmosphere. Does that explain it?",TRUE,,,
Lux,"We're all so concerned about what Demacia is, we forget to ask what it can be.",TRUE,,,
Lux,We're in this together!,TRUE,,,
Lux,What a drag…,TRUE,,,
Lux,What a sap.,TRUE,,,
Lux,What did you think was going to happen?,TRUE,,,
Lux,What have I done?,TRUE,,,
Lux,What you don't see can hurt you.,TRUE,,,
Lux,What? How did you think we did it?,TRUE,,,
Lux,When can I burn something?,TRUE,,,
Lux,"When stone melts, I am born!",TRUE,,,
Lux,"When the bough breaks, a champion will fall.",TRUE,,,
Lux,"When the Dark Star speaks to you Jhin, is it in your own voice?",TRUE,,,
Lux,"Where there is light, I bring darkness.",TRUE,,,
Lux,"Where there is shadow, I will bring light.",TRUE,,,
Lux,Whirl!,TRUE,,,
Lux,Whirlpool!,TRUE,,,
Lux,Who do you want to be when you grow up?,TRUE,,,
Lux,Who else requires my attention.,TRUE,,,
Lux,Why do you resist?,TRUE,,,
Lux,Why does everyone always assume I have turkish delight?,TRUE,,,
Lux,Why drown them in an ocean? A puddle will do.,TRUE,,,
Lux,Why limit myself to a single element?,TRUE,,,
Lux,Wicked!,TRUE,,,
Lux,"Wilt away, to flower elsewhere.",TRUE,,,
Lux,Wind shear!,TRUE,,,
Lux,"Winds, bear me away!",TRUE,,,
Lux,"Winds, lift me to new heights!",TRUE,,,
Lux,Winter is coming.,TRUE,,,
Lux,"With my magic, and your anti-magic, there's nothing we can't accomplish.",TRUE,,,
Lux,"Without light, the people lose heart.",TRUE,,,
Lux,Without the dark you would never know the light.,TRUE,,,
Lux,Witness the singularity!,TRUE,,,
Lux,Would it help if I apologized?,TRUE,,,
Lux,Xerath- such a dark fate for one who once shined so bright. I will set you free.,TRUE,,,
Lux,"Xerath, born from my malice. Bow to your queen or be extinguished.",TRUE,,,
Lux,You are mine.,TRUE,,,
Lux,You asked for it!,TRUE,,,
Lux,You blew it.,TRUE,,,
Lux,"You brought the sun to a light fight?! That… was… probably a good choice, actually…",TRUE,,,
Lux,You cannot hide from the light.,TRUE,,,
Lux,You condemn what you don't understand.,TRUE,,,
Lux,You dare defy the cosmos.,TRUE,,,
Lux,You dare defy the cosmos?,TRUE,,,
Lux,"You don't like me? Well, I'd rather talk to a statue.",TRUE,,,
Lux,"You have ended galaxies, corruptant. I will end you.",TRUE,,,
Lux,You know… you couldn't have shadows without light.,TRUE,,,
Lux,You look like you need a hug… but is it okay if I hold my nose?,TRUE,,,
Lux,"You may be the harbinger, Thresh, but I am the darkness you herald.",TRUE,,,
Lux,You only fueled my growth.,TRUE,,,
Lux,You really brought that on yourself.,TRUE,,,
Lux,You should really lighten up.,TRUE,,,
Lux,You shouldn't be here.,TRUE,,,
Lux,You shouldn't have pushed me.,TRUE,,,
Lux,You tread on thin ice.,TRUE,,,
Lux,You were a leaf on the wind.,TRUE,,,
Lux,You'll need more than aloe for that burn.,TRUE,,,
