,champion,voice_line,is_spoken
188,Lee_Sin,Come closer so you may witness my divine power.,True
189,Lee_Sin,Let us fight. Even the patience of a god has limits.,True
190,Lee_Sin,Return to your home and raise your future failures.,True
191,Lee_Sin,Immortality is a gift you do not possess.,True
192,Lee_Sin,You have gained no enlightenment in death.,True
193,Lee_Sin,Come and say that to my fist.,True
194,Lee_Sin,I hold myself to a higher standard.,True
195,Lee_Sin,"""You taunt a god?"" Lee Sin laughs.",False
196,Lee_Sin,"Lee Sin kicks the air rapidly, and accidentally sets his foot on fire.",False
197,Lee_Sin,Divinity can be an extreme fire hazard.,True
198,Lee_Sin,Just wait until I reach super ultimate god level tier.,True
199,Lee_Sin,This world is beneath me. Literally.,True
200,Lee_Sin,You seek to amuse a god? You have failed.,True
201,Lee_Sin,You make a joke in the face of your destruction? That is funny.,True
202,Lee_Sin,Lee Sin laughs.,False
203,Lee_Sin,Lee Sin laughs.,False
204,Lee_Sin,Lee Sin laughs.,False
205,Lee_Sin,Lee Sin laughs.,False
206,Lee_Sin,Lee Sin grunts.,False
207,Lee_Sin,Lee Sin grunts.,False
208,Lee_Sin,Lee Sin grunts.,False
209,Lee_Sin,Lee Sin grunts.,False
210,Lee_Sin,You lack conviction.,True
211,Lee_Sin,"If you believe yourself worthy, fight.",True
212,Lee_Sin,Your confidence is no substitute for skill.,True
213,Lee_Sin,"Lee Sin laughs. ""I am not a man, I am a god.""",False
214,Lee_Sin,You will fall before my divinity.,True
215,Lee_Sin,Even a blind man can see your weakness.,True
216,Lee_Sin,Your soul has already given up.,True
217,Lee_Sin,A challenge!,True
218,Lee_Sin,Admitting your limits is the first step to failure.,True
219,Lee_Sin,Only the best will be legends.,True
220,Lee_Sin,"Adapt and learn, or perish.",True
221,Lee_Sin,You waste my time.,True
222,Lee_Sin,"I will prevail, and you will die.",True
223,Lee_Sin,Approach and be tested.,True
224,Lee_Sin,Perfection.,True
225,Lee_Sin,This is truth.,True
226,Lee_Sin,Feel the might of the heavens.,True
227,Lee_Sin,I consider retreat an insult.,True
228,Lee_Sin,The first truth is pain. There are no other truths.,True
229,Lee_Sin,These fists have crushed mountains.,True
230,Lee_Sin,I demand excellence.,True
231,Lee_Sin,You lack discipline.,True
232,Lee_Sin,Your flawed training betrays you.,True
233,Lee_Sin,I will reveal your limitations.,True
234,Lee_Sin,Kneel before your god.,True
235,Lee_Sin,My victory is inevitable.,True
236,Lee_Sin,You. Will. Kneel!,True
237,Lee_Sin,I grow tired of your weakness.,True
238,Lee_Sin,The earth will tremble.,True
239,Lee_Sin,You cannot escape.,True
240,Lee_Sin,Fall before me.,True
241,Lee_Sin,Behold the power of a god.,True
242,Lee_Sin,Can you hear my fists?,True
243,Lee_Sin,You must be quicker!,True
244,Lee_Sin,I have mastered speed as well.,True
245,Lee_Sin,A blade of grass stands in my path.,True
246,Lee_Sin,Your skill is lacking.,True
247,Lee_Sin,You are... a disappointment.,True
248,Lee_Sin,"Train, and one day you may achieve my greatness.",True
249,Lee_Sin,A spirit brother?,True
250,Lee_Sin,You too will fall before me.,True
251,Lee_Sin,You will be a stepping stone to my greatness.,True
252,Lee_Sin,"Finally, a challenge!",True
253,Lee_Sin,Flawless.,True
254,Lee_Sin,That was too easy.,True
255,Lee_Sin,It's not arrogance if your skill is unmatched.,True
256,Lee_Sin,They will witness my power.,True
257,Lee_Sin,Mortals are so fragile.,True
258,Lee_Sin,Lee Sin grunts.,False
259,Lee_Sin,Lee Sin grunts.,False
260,Lee_Sin,Lee Sin grunts.,False
261,Lee_Sin,Lee Sin grunts.,False
262,Lee_Sin,Lee Sin grunts.,False
263,Lee_Sin,Lee Sin grunts.,False
264,Lee_Sin,Lee Sin grunts.,False
265,Lee_Sin,Lee Sin grunts.,False
266,Lee_Sin,Lee Sin grunts.,False
267,Lee_Sin,Divine intervention!,True
268,Lee_Sin,Safety to my allies!,True
269,Lee_Sin,Lee Sin grunts.,False
270,Lee_Sin,Lee Sin grunts.,False
271,Lee_Sin,Lee Sin grunts.,False
272,Lee_Sin,Lee Sin grunts.,False
273,Lee_Sin,Lee Sin grunts.,False
274,Lee_Sin,Lee Sin grunts.,False
275,Lee_Sin,Opportunities multiply as they are taken.,True
276,Lee_Sin,"When they believe you are far, strike close.",True
277,Lee_Sin,This world is without challenge.,True
278,Lee_Sin,My victory will be absolute.,True
279,Lee_Sin,Your fear makes me hungry!,True
280,Lee_Sin,I feast on your dread!,True
281,Lee_Sin,Lee Sin grunts.,False
282,Lee_Sin,Lee Sin grunts.,False
283,Lee_Sin,Lee Sin grunts.,False
284,Lee_Sin,Lee Sin grunts.,False
285,Lee_Sin,Lee Sin grunts.,False
286,Lee_Sin,Lee Sin grunts.,False
287,Lee_Sin,Lee Sin grunts.,False
288,Lee_Sin,Lee Sin grunts.,False
289,Lee_Sin,Lee Sin grunts.,False
290,Lee_Sin,Lee Sin grunts.,False
291,Lee_Sin,Lee Sin grunts.,False
292,Lee_Sin,Lee Sin grunts.,False
293,Lee_Sin,Kneel!,True
294,Lee_Sin,Lee Sin grunts.,False
295,Lee_Sin,Lee Sin grunts.,False
296,Lee_Sin,Lee Sin grunts.,False
297,Lee_Sin,Lee Sin grunts.,False
298,Lee_Sin,"Do not worry, death builds character.",True
299,Lee_Sin,Your failure is proof that I am superior.,True
300,Lee_Sin,I take no pleasure in besting the weak.,True
301,Lee_Sin,I saw your mistakes all too clearly.,True
302,Lee_Sin,You were... unremarkable.,True
303,Lee_Sin,Consider yourself honored.,True
304,Lee_Sin,Excellence is not for everyone.,True
305,Lee_Sin,You lacked confidence.,True
306,Lee_Sin,You were unworthy.,True
307,Lee_Sin,Feeble!,True
308,Lee_Sin,Disappointing.,True
309,Lee_Sin,Such a meager fight. I am hungry for more.,True
310,Lee_Sin,Inferior.,True
311,Lee_Sin,Inadequate.,True
312,Lee_Sin,Too easy.,True
313,Lee_Sin,The key to immortality? Being better than everyone else.,True
314,Lee_Sin,True divinity shows no mercy.,True
315,Lee_Sin,You may weep in the next life.,True
316,Lee_Sin,I accept your failure.,True
317,Lee_Sin,My form was beyond your comprehension.,True
318,Lee_Sin,"From nothing, became nothing, is nothing once more.",True
319,Lee_Sin,Courage is not enough.,True
320,Lee_Sin,My will is magnificent.,True
321,Lee_Sin,Witness the might of the heavens.,True
322,Lee_Sin,There is no running from a god.,True
323,Lee_Sin,Pathetic!,True
324,Lee_Sin,Not even close.,True
325,Lee_Sin,"Not cunning enough, little fox.",True
326,Lee_Sin,You hesitated.,True
327,Lee_Sin,Even a star dragon is no match for a god.,True
328,Lee_Sin,The symphony of heaven is the sound of my fist.,True
329,Lee_Sin,Your god has abandoned you.,True
330,Lee_Sin,Your strategy has fallen before my fists.,True
331,Lee_Sin,Better to be a warrior in the garden than a gardener in war.,True
332,Lee_Sin,Uninspired.,True
333,Lee_Sin,Ionia's spirit is now mine.,True
334,Lee_Sin,Your final moment is at hand.,True
335,Lee_Sin,All the lesser spirits will fall before me.,True
336,Lee_Sin,He who conquers himself is the mightiest warrior.,True
337,Lee_Sin,I will meditate on your insignificance.,True
338,Lee_Sin,Easy prey.,True
339,Lee_Sin,There is no challenge in a broken spirit.,True
340,Lee_Sin,You were... out of balance.,True
341,Lee_Sin,"Even unleashed, your power was limited.",True
342,Lee_Sin,A lesser spirit consumed by hunger.,True
343,Lee_Sin,All those souls and not enough to save you.,True
344,Lee_Sin,Your instincts have failed you.,True
345,Lee_Sin,Crude power and no technique.,True
346,Lee_Sin,More a whimper than a roar.,True
347,Lee_Sin,You have failed your test.,True
348,Lee_Sin,Your fate has been decided.,True
349,Lee_Sin,Nothing but a shadow.,True
350,Lee_Sin,Is it victory if there's no challenge?,True
351,Lee_Sin,Your sacrifice pleases me.,True
352,Lee_Sin,Will no one rise to my challenge?,True
353,Lee_Sin,Your prayers have been answered.,True
354,Lee_Sin,"If you do not fight, you have already lost.",True
355,Lee_Sin,They are so fragile.,True
356,Lee_Sin,God-like? Ha! I <b>am</b> a god.,True
357,Lee_Sin,"I need no weapon, <b>I</b> am the weapon.",True
358,Lee_Sin,I am hungry for a challenge.,True
359,Lee_Sin,Is no one here my better?,True
360,Lee_Sin,Order has returned.,True
361,Lee_Sin,Their bones are weak.,True
362,Lee_Sin,Lee Sin laughs.,False
363,Lee_Sin,The first of many.,True
364,Lee_Sin,Such feeble will.,True
365,Lee_Sin,It falls easier than a child's toy.,True
366,Lee_Sin,"I will tear them down, stone by stone.",True
367,Lee_Sin,It is their will I crush.,True
368,Lee_Sin,Everything flows from mastering the task at hand.,True
369,Lee_Sin,"I will break them, one bone at a time.",True
370,Lee_Sin,It is mine.,True
371,Lee_Sin,They crumble before me.,True
372,Lee_Sin,As I will it.,True
373,Lee_Sin,"I am appeased, for the moment.",True
374,Lee_Sin,What mortal trinkets.,True
375,Lee_Sin,This will do.,True
376,Lee_Sin,An offering for the gods.,True
377,Lee_Sin,Quickness is the essence of victory.,True
378,Lee_Sin,It tastes like their tears.,True
379,Lee_Sin,Nectar. Ambrosia. Tasty.,True
380,Lee_Sin,Fighting makes even a god thristy.,True
381,Lee_Sin,My eyes will be everywhere.,True
382,Lee_Sin,A god is aware of all things.,True
383,Lee_Sin,I see endless opportunity.,True
384,Lee_Sin,Vision allows perfection.,True
385,Lee_Sin,I see future opportunities.,True
386,Lee_Sin,Awareness is a state of mind.,True
387,Lee_Sin,Seeing with your eyes is for mortals.,True
388,Lee_Sin,I am all-seeing.,True
389,Lee_Sin,Omniscience.,True
390,Lee_Sin,My third eye sees all.,True
391,Lee_Sin,Endless opportunity.,True
392,Lee_Sin,There is no hiding from a god.,True
393,Lee_Sin,I will witness their cowardice.,True
394,Lee_Sin,Foresight is true knowledge.,True
395,Lee_Sin,A mortal house is so easily entered.,True
396,Lee_Sin,Sight is useless to those without vision.,True
397,Lee_Sin,Vision is for the worthy.,True
398,Lee_Sin,Their vision was unworthy.,True
399,Lee_Sin,Their sight is no match for mine.,True
400,Lee_Sin,Await my return.,True
401,Lee_Sin,A true victor knows when to engage.,True
402,Lee_Sin,Another time.,True
403,Lee_Sin,Death only frightens the timid.,True
404,Lee_Sin,Death is beneath me...,True
405,Lee_Sin,"I do not fear death, only mediocrity.",True
406,Lee_Sin,I will return.,True
407,Lee_Sin,I did not see that coming.,True
408,Lee_Sin,Divinity cannot be constrained.,True
409,Lee_Sin,Divine fire burns from within.,True
410,Lee_Sin,Skill must be tested.,True
411,Lee_Sin,"I will bring a storm of justice. Surrender, and be spared.",True
412,Lee_Sin,"No one can withstand the storm, or his chosen one.",True
413,Lee_Sin,I will unleash the Storm Dragon's wrath. Hikuh!,True
414,Lee_Sin,"With the dragons' blessings, we will be victorious!",True
415,Lee_Sin,"Villainous dragonmancers, you dishonor your power.",True
416,Lee_Sin,My thunderous fists strike down all villainy!,True
417,Lee_Sin,No villain can withstand my power!,True
418,Lee_Sin,Thunder... thunder... thunderstrike!,True
419,Lee_Sin,My hands unleash fury on Ao Shin's enemies!,True
420,Lee_Sin,I was chosen to exact justice.,True
421,Lee_Sin,The strength of the storm dragon surges within me.,True
422,Lee_Sin,I strike with a force of a thousand winds.,True
423,Lee_Sin,The Life Dragon was deceived by evil. Never again!,True
424,Lee_Sin,My enemies will fall... to thunderous strikes!,True
425,Lee_Sin,A dragon's strength. A dragon's rage!,True
426,Lee_Sin,"Threaten the dragon masters, and face punishment!",True
427,Lee_Sin,My fists are crackling lightning! My blows are crashing thunder!,True
428,Lee_Sin,Master Ao Shin's wrath rains down upon all villains!,True
429,Lee_Sin,None who do evil can stand against the storm.,True
430,Lee_Sin,Corruption will never claim another dragon. This I swear.,True
431,Lee_Sin,A slight against the dragon is a slight against justice!,True
432,Lee_Sin,"None shall dishonor the dragons, not while I draw breath.",True
433,Lee_Sin,My body is strong. The dragon is stronger!,True
434,Lee_Sin,My body flows like lightning.,True
435,Lee_Sin,I am the dragon's will. That will prevails!,True
436,Lee_Sin,"A dragon's rage is unrelenting, as are my fists.",True
437,Lee_Sin,"At rest, I am the gathering clouds. In motion, the hurricane is unleashed.",True
438,Lee_Sin,"From sacred grove, to hallowed mountain, no enemy can escape the cyclone!",True
439,Lee_Sin,The dragon saw the storm raging in me. His strength unlocked mine!,True
440,Lee_Sin,"Because I did not turn away from my trials, Ao Shin will not turn away from me.",True
441,Lee_Sin,No villain shall ever dishonor the dragons again! This I swear.,True
442,Lee_Sin,My tempest sweeps away all who trample sacred ground and paint dragon's power.,True
443,Lee_Sin,"Tricksters, thieves, dragonslayers... my storm sweeps them all to ruin!",True
444,Lee_Sin,"Chosen by the Dragon of Thunder, strong enough to weather any storm!",True
445,Lee_Sin,"Ao Shin, grant me fists of crackling thunder! I wield them in your service.",True
446,Lee_Sin,"I scaled the mountain to prove myself worthy. At the top, I became the tempest.",True
447,Lee_Sin,"You were lucky to be blessed, Ashe, but I was worthy.",True
448,Lee_Sin,"You are not my patron, Aurelion Sol. I do not bow to you!",True
449,Lee_Sin,"Ao Shin, is this another test? I will meet it.",True
450,Lee_Sin,"You have defiled a dragon, Brand! I will avenge your blasphemy!",True
451,Lee_Sin,"A dragon's strength is wasted on a mere brawler, Sett.",True
452,Lee_Sin,"Shyvana, you resemble the masters, but possess none of their power.",True
453,Lee_Sin,"Lee Sin does push-ups with his hands, then with his powers.",False
454,Lee_Sin,You are but a tiny squall. I am the hurricane's wrath!,True
455,Lee_Sin,Can your dragon do this?,True
456,Lee_Sin,"You're late, Ao Shin... seven years late.",True
457,Lee_Sin,Couldn't hear you over this dragon.,True
458,Lee_Sin,Lee Sin summons a storm cloud that rains on him.,False
459,Lee_Sin,With the power of... aw.,True
460,Lee_Sin,Really? Did I offend you or something?,True
461,Lee_Sin,Are you blessed by a dragon? Because I'm blessed by a dragon.,True
462,Lee_Sin,Lee Sin laughs.,False
463,Lee_Sin,Tong!,True
464,Lee_Sin,"""Tong!",False
465,Lee_Sin,Ha!,True
466,Lee_Sin,Hueh!,True
467,Lee_Sin,Hikuh!,True
468,Lee_Sin,Hikuh!,True
469,Lee_Sin,Feel the tempest!,True
470,Lee_Sin,A shattering tempest!,True
471,Lee_Sin,Thunder and might!,True
472,Lee_Sin,You will learn discipline.,True
473,Lee_Sin,Gale-force winds!,True
474,Lee_Sin,You can't withstand the hurricane!,True
475,Lee_Sin,I've trained for this!,True
476,Lee_Sin,Fists of lightning!,True
477,Lee_Sin,You know nothing of justice.,True
478,Lee_Sin,I am the raging gale.,True
479,Lee_Sin,Cloudburst!,True
480,Lee_Sin,Righteous thunder!,True
481,Lee_Sin,I am dragon-blessed!,True
482,Lee_Sin,Evil falls to the hurricane strength.,True
483,Lee_Sin,A rain of blows!,True
484,Lee_Sin,"With his power, and my fist!",True
485,Lee_Sin,Cyclone punch!,True
486,Lee_Sin,For the dragons!,True
487,Lee_Sin,My body is my weapon.,True
488,Lee_Sin,Destruction rains down!,True
489,Lee_Sin,Lighting flare!,True
490,Lee_Sin,Crumble in the tempest wick!,True
491,Lee_Sin,Sacred power!,True
492,Lee_Sin,Thunderbolt strike!,True
493,Lee_Sin,The dragon's storm rages!,True
494,Lee_Sin,Pealing thunder!,True
495,Lee_Sin,Villians fall to my cyclone.,True
496,Lee_Sin,I am worthy!,True
497,Lee_Sin,For Ao Shin!,True
498,Lee_Sin,Aurelion Sol!? Imposter!,True
499,Lee_Sin,"We spar again, Ao Shin. I will triumph!",True
500,Lee_Sin,"Your corruption ends now, Brand!",True
501,Lee_Sin,"You're a disgrace to the dragon, Sett!",True
502,Lee_Sin,You're just an overgrown lizard!,True
503,Lee_Sin,You mock the true dragons!,True
504,Lee_Sin,Lee Sin grunts.,False
505,Lee_Sin,Lee Sin grunts.,False
506,Lee_Sin,Lee Sin grunts.,False
507,Lee_Sin,Lee Sin grunts.,False
508,Lee_Sin,Lee Sin grunts.,False
509,Lee_Sin,Lee Sin grunts.,False
510,Lee_Sin,Lee Sin grunts.,False
511,Lee_Sin,Lee Sin grunts.,False
512,Lee_Sin,Stay strong!,True
513,Lee_Sin,With me!,True
514,Lee_Sin,Hold fast!,True
515,Lee_Sin,I am here!,True
516,Lee_Sin,Stand firm!,True
517,Lee_Sin,Keep going!,True
518,Lee_Sin,Lee Sin grunts.,False
519,Lee_Sin,Lee Sin grunts,False
520,Lee_Sin,Backforce!,True
521,Lee_Sin,Dragon blast!,True
522,Lee_Sin,Wrath!,True
523,Lee_Sin,Hikuh!,True
524,Lee_Sin,Hikuh!,True
525,Lee_Sin,"Hmph, lacking in discipline.",True
526,Lee_Sin,The gale of the dragon is all-powerful.,True
527,Lee_Sin,This is the dragon's will.,True
528,Lee_Sin,The dragon's storm destroys all villains.,True
529,Lee_Sin,Unworthy!,True
530,Lee_Sin,You were no match for my draconic strength!,True
531,Lee_Sin,You stood no chance against the power of lightning!,True
532,Lee_Sin,"Perhaps now that bow will find a stronger hand, Ashe.",True
533,Lee_Sin,"Challenge me again, Ao Shin. I will face you anytime.",True
534,Lee_Sin,The Dragon of Life can rest once more.,True
535,Lee_Sin,"Your dragon's blessings were not enough, Sett!",True
536,Lee_Sin,I will sweep all villains to their doom! Master Ao Shin commands it!,True
537,Lee_Sin,Ao Shin lends me sight!,True
538,Lee_Sin,Look for the storm.,True
539,Lee_Sin,Triumph requires vigilance.,True
540,Lee_Sin,The dragon's protection.,True
541,Lee_Sin,Always expect the storm of justice!,True
542,Lee_Sin,Dragon sight is superior!,True
543,Lee_Sin,The eye of the dragon does not blink.,True
544,Lee_Sin,Calm before the storm.,True
545,Lee_Sin,No villain can escape my vigilance!,True
546,Lee_Sin,For Master Ao Shin.,True
547,Lee_Sin,"Ao Shin, your power crackles within me!",True
548,Lee_Sin,"Ride the lightning, fear the dragon!",True
549,Lee_Sin,My master's power is invincible!,True
550,Lee_Sin,I have... failed...,True
551,Lee_Sin,Master... forgive... me.,True
552,Lee_Sin,Lee Sin groans.,False
553,Lee_Sin,Lee Sin groans.,False
554,Lee_Sin,Lee Sin groans.,False
555,Lee_Sin,I return stronger under Ao Shin's gaze!,True
556,Lee_Sin,The dragon's power shields me from destruction!,True
557,Lee_Sin,"The storm builds, until it breaks.",True
558,Lee_Sin,"<a class=""extiw"" href=""https://disney.fandom.com/wiki/The_Incredibles"" title=""w:c:disney:The Incredibles"">The Incredibles</a>",False
0,Leona,The dawn has arrived.,True
1,Leona,I must not fall.,True
2,Leona,Rally to me.,True
3,Leona,Ever vigilant.,True
4,Leona,I must not fall.,True
5,Leona,Stay at the vanguard.,True
6,Leona,First light approaches.,True
7,Leona,The sun always rises.,True
8,Leona,I will protect you.,True
9,Leona,Chosen of the sun.,True
10,Leona,The day is upon us.,True
11,Leona,Pen or sword - the shield is mightiest.,True
12,Leona,"Next time, try to leave a dent!",True
13,Leona,Leona grunts as she plants her sword and shield beside her and massages her hands.,False
14,Leona,"*grunts* ""Don't stare directly at me for too long.""",False
15,Leona,"*grunts* ""I think I broke a nail.  Good thing it wasn't mine.""",False
16,Leona,Leona grunts and laughs.,False
17,Leona,Leona grunts and laughs.,False
18,Leona,Leona grunts and laughs.,False
19,Leona,Leona grunts and laughs.,False
20,Leona,Leona grunts.,False
21,Leona,Leona grunts.,False
22,Leona,Leona grunts.,False
23,Leona,Leona grunts.,False
24,Leona,Stand and fight.,True
25,Leona,Feel the sun's glory.,True
26,Leona,They <b>will</b> be sundered.,True
27,Leona,Twilight fades.,True
28,Leona,I will break their line.,True
29,Leona,They'll have to get through me.,True
30,Leona,Leona grunts.,False
31,Leona,Leona grunts.,False
32,Leona,Leona grunts.,False
33,Leona,Leona grunts.,False
34,Leona,Leona grunts.,False
35,Leona,Leona grunts.,False
36,Leona,Leona grunts.,False
37,Leona,Leona grunts.,False
38,Leona,Leona shouts.,False
39,Leona,Leona shouts.,False
40,Leona,Leona shouts.,False
41,Leona,Leona shouts.,False
42,Leona,Leona suffocates.,False
43,Leona,Leona suffocates.,False
44,Leona,Leona suffocates.,False
45,Leona,Leona suffocates.,False
46,Leona,I will protect thee from the ever darkness.,True
47,Leona,The sun has gone. But I am here.,True
48,Leona,"Stand firm in thy faith. This day, we fight as one.",True
49,Leona,"In the savage twilight, I will be our shield.",True
50,Leona,Fell magics stir at dusk. Stay behind me.,True
51,Leona,The russet moon gives me purpose. Let us fight beneath it.,True
52,Leona,Two ancient orders. One above. One below.,True
53,Leona,It is but a small thing to fight for good.,True
54,Leona,Light will not avail thee - my shield will.,True
55,Leona,Light in thy eyes. The sky has opened.,True
56,Leona,Let us put this land's evils to rest.,True
57,Leona,"'Tis the moon, ringed by a ravenous star.",True
58,Leona,Fear not the sunless sky.,True
59,Leona,What dark dreams may come.,True
60,Leona,This is the path to totality.,True
61,Leona,A Stygian fog obscures the nature of this place.,True
62,Leona,The last light approaches.,True
63,Leona,"Cling to the twilight, lest true darkness swallow thee.",True
64,Leona,Let our enemies win nothing but death.,True
65,Leona,Gaze into the burning ring. Do not look away.,True
66,Leona,Chosen of the Eclipse. That is my title.,True
67,Leona,"'Tis unnatural, this vermilion twilight.",True
68,Leona,Long is the night.,True
69,Leona,"To face these veiled terrors, we must know them.",True
70,Leona,Wrap thyself in the cold of an empty sun.,True
71,Leona,Shadows hide nothing from me!,True
72,Leona,Our foes wither beneath a halo of blackened  flame.,True
73,Leona,I am but one light in an endless abyss.,True
74,Leona,This eclipse will pass; true darkness will not be so kind.,True
75,Leona,"I walk betwixt the shadow and the light, ever vigilant.",True
76,Leona,"Turn thine eyes to our patron. An eternal ring, wreathed in flame.",True
77,Leona,My order stands against the Coven and its ancient gods. Pray it is victorious.,True
78,Leona,"What is the dawn, but a portent of the world to come?",True
79,Leona,The Old Gods are gone. My order has shattered their profane and hideous thrones.,True
80,Leona,We are born on the shoals of an endless black sun.,True
81,Leona,I have gazed beyond the heavens and know the horrors yet to come.,True
82,Leona,"Now we must choose: a world smothered in midnight, or ringed with flame.",True
83,Leona,"Minstrel of the forest, return to the Elderwood and think no more of me.",True
84,Leona,"I know of your hellish masters, Camille. But not even they can stop me.",True
85,Leona,"Fair Diana, cast away thy blade. I do not wish to end thee so.",True
86,Leona,"Foul pretender, thy delicate beauty belies a darker hunger!",True
87,Leona,"Guardian of the Elderwood, do not bar my path. I will cut thee down if I must.",True
88,Leona,"I have heard of thy kind, Death Blossom. Pray, hast thou heard of mine?",False
89,Leona,"Sylvan conjurer, what brings thee before me? I claim no quarrel with the Elderwood.",True
90,Leona,Lissandra! Has thy craven gods warned thee of my presence?,True
91,Leona,Night man! I must fight thee!,True
92,Leona,"Knight of the Emerald Chapel, hast thou come to test my resolve?",True
93,Leona,My mother read me stories of thy kingdom once... and of the omen of the dark.,True
94,Leona,My oath demands your destruction. You will go no further.,True
95,Leona,I am the bulwark against true darkness. Challenge me at thy peril.,True
96,Leona,Wouldst thou face a knight of the eclipse? Then make your peace before the end!,True
97,Leona,"I do not fear thee, warrior. I envy thy wild ignorance.",True
98,Leona,I wonder what happens when one looks at an eclipse? They'll know.,True
99,Leona,An eclipse? Where? I don't see anything.,True
100,Leona,'Tis fine.,True
101,Leona,A jest? Of course. For luck smiles on the foolish.,True
102,Leona,Leona grunts twice and laughs.,False
103,Leona,Leona grunts twice and laughs.,False
104,Leona,Leona grunts twice and laughs.,False
105,Leona,Leona grunts twice and laughs.,False
106,Leona,Music plays.,False
107,Leona,Leona grunts.,False
108,Leona,Leona grunts.,False
109,Leona,Leona grunts.,False
110,Leona,Leona grunts.,False
111,Leona,An ill tiding.,True
112,Leona,Rouse thyself for combat!,True
113,Leona,Thy wickedness is undone.,True
114,Leona,Snuff out this simpering ember!,True
115,Leona,"Interloper, I challenge thee!",True
116,Leona,I shall extinguish thine evil!,True
117,Leona,"Answer my challenge, coward!",True
118,Leona,The sun will swallow thee.,True
119,Leona,Twilight swells to meet us.,True
120,Leona,Thy life is forfeit.,True
121,Leona,I will clarify thy mortality.,True
122,Leona,For my order!,True
123,Leona,The heavens divide!,True
124,Leona,Every sun must set.,True
125,Leona,Return to thine hollows!,True
126,Leona,Face thy reckoning!,True
127,Leona,Curse thy name.,True
128,Leona,Thy will falters.,True
129,Leona,Now I will face thee.,True
130,Leona,Pawn of the Old Gods.,True
131,Leona,I will end thee.,True
132,Leona,Malleus maleficarum.,True
133,Leona,Ruin has come to thee.,True
134,Leona,My oath shall not be broken.,True
135,Leona,An unruly foe!,True
136,Leona,Evil shall be burned away.,True
137,Leona,Thy bravery wanes.,True
138,Leona,Face a knight of the eclipse.,True
139,Leona,The battle is afoot!,True
140,Leona,Oh calamity.,True
141,Leona,"Thy body will break against my shield, witch!",True
142,Leona,"Stop this madness, Diana.",True
143,Leona,"Meet me in battle, Death Blossom.",True
144,Leona,"Thou canst not deceive me, conjurer.",True
145,Leona,"Face my blade, sorceress!",True
146,Leona,Saros!,True
147,Leona,Lumen!,True
148,Leona,Aegis!,True
149,Leona,Eos!,True
150,Leona,Shield!,True
151,Leona,Solem!,True
152,Leona,Aurora!,True
153,Leona,Silver!,True
154,Leona,Shine!,True
155,Leona,Shade!,True
156,Leona,Wane!,True
157,Leona,Luna!,True
158,Leona,Theia!,True
159,Leona,Umbra!,True
160,Leona,"Halt, fiend!",True
161,Leona,Hold fast!,True
162,Leona,My blade be true!,True
163,Leona,We fall together!,True
164,Leona,Brace thyself!,True
165,Leona,Face me!,True
166,Leona,Into the fray!,True
167,Leona,Leona grunts.,False
168,Leona,Leone grunts.,False
169,Leona,Leona grunts.,False
170,Leona,Leona grunts.,False
171,Leona,Luminous rage!,True
172,Leona,This shall end thee!,True
173,Leona,Hallowed luster!,True
174,Leona,Open thine eyes!,True
175,Leona,Behold the heavens!,True
176,Leona,Into the darklight!,True
177,Leona,Celestial fire!,True
178,Leona,Drown in moonlight!,True
179,Leona,Leona yells,False
180,Leona,Leona yells,False
181,Leona,The sky opens!,True
182,Leona,Gaze upon the moon!,True
183,Leona,Season unending!,True
184,Leona,Argent fury!,True
185,Leona,Night crashes upon thee!,True
186,Leona,Cruel hearted midnight!,True
187,Leona,Leona yells.,False
188,Leona,A loathsome foe unfit even for the pyre.,True
189,Leona,The Old Gods have left this place.,True
190,Leona,Cease thy struggles. Darkness will sing thee to thy rest.,True
191,Leona,Go to thy degenerate gods. I cast thee from these shores.,True
192,Leona,Our lands are safe from your eldritch rites... for now.,True
193,Leona,The light within thee is gone.,True
194,Leona,"Rest now, in the cold of the dark light.",True
195,Leona,"Begone, Bard, and find someone else to amuse thee.",True
196,Leona,"I doubt the Old Gods look kindly on failure, Camille.",True
197,Leona,"In another life, I... I'm so sorry, Diana.",True
198,Leona,"Farewell, Elise. Such beauty is wasted on a monster.",True
199,Leona,"With thy death, Hecarim, who will tend to the Elderwood?",True
200,Leona,Death Blossoms wilt in the darklight.,True
201,Leona,"Return to earth, conjurer. Slumber, and be born anew.",True
202,Leona,How grossly incandescent.,True
203,Leona,"Farewell, Lissandra. May your dark prophecies trouble us no more.",True
204,Leona,"Thy test has ended, Taric. I have emerged victorious.",True
205,Leona,This dark sun will eclipse all evil!,True
206,Leona,Oh patron of light. Oh impassive eye. Wouldst thou aid thy chosen vessel?,True
207,Leona,"Oh, silver flame. Oh, empty starlight. I beseech thee.",True
208,Leona,Oh baleful heavens. Oh vermilion darkness. Spirit me to thy embrace.,True
209,Leona,...How cruel.,True
210,Leona,Cant'st thou not see?,True
211,Leona,Leona exhales in pain.,False
212,Leona,Leona exhales in pain.,False
213,Leona,Leona exhales in pain.,False
214,Leona,The ever darkness will not claim me yet.,True
215,Leona,I will not end. This cleansing must be completed.,True
216,Leona,"I have sworn an oath, and intend not to break it.",True
217,Leona,We travel five roads toward one purpose. Saddle up.,True
218,Leona,I belong to neither Heaven nor Hell. I am a woman self-possessed.,True
219,Leona,"If there is any justice left in the West, I intend to find it.",True
220,Leona,Ride righteous or die tryin'.,True
